trip_id,user_id,driver_id,city,state,request_time,pickup_time,dropoff_time,distance_km,base_fare,surge_multiplier,surge_amount,discount,tolls,fare_total,ride_category,payment_method,status,wait_time_min,trip_time_min,rating,vehicle
1899,user_243,driver_591,Porto Alegre,DF,2024-07-30 00:44:00,2024-07-30 00:56:00,2024-07-30 01:36:00,25.15,56.84,1.0,0.0,1.5,3.28,58.62,UberX,Pix,Concluída,12,40,3.5,Civic
1900,user_1003,driver_570,Curitiba,PR,2024-08-18 09:48:00,2024-08-18 09:59:00,2024-08-18 10:37:00,17.67,45.62,2.0,45.62,0.46,9.78,100.56,Uber Comfort,Cartão,Concluída,11,38,4.3,Compass
1901,user_1091,driver_48,Brasília,MG,2024-04-10 04:19:00,2024-04-10 04:23:00,2024-04-10 05:10:00,15.88,47.6,1.0,0.0,0.89,0.62,47.33,Uber Black,Cartão,Concluída,4,47,4.6,Creta
1902,user_154,driver_397,Belo Horizonte,PE,2024-04-04 16:48:00,2024-04-04 16:59:00,2024-04-04 17:59:00,26.79,51.72,1.0,0.0,0.14,5.11,56.69,Uber Comfort,Cartão,Concluída,11,60,4.9,Kwid
1903,user_422,driver_478,São Paulo,RJ,2024-06-15 08:57:00,2024-06-15 09:06:00,2024-06-15 09:52:00,14.11,26.85,1.5,13.43,2.58,3.74,41.44,UberX,Dinheiro,Em andamento,9,46,3.7,Onix
1904,user_218,driver_262,Curitiba,RJ,2024-06-09 16:26:00,2024-06-09 16:31:00,2024-06-09 17:00:00,20.77,47.26,1.5,23.63,0.39,7.39,77.89,Uber Comfort,Cartão,Cancelada,5,29,4.6,Renegade
1905,user_146,driver_116,Belo Horizonte,MG,2024-01-12 13:25:00,2024-01-12 13:31:00,2024-01-12 14:27:00,29.51,80.94,1.0,0.0,3.99,8.09,85.04,UberX,Dinheiro,Concluída,6,56,4.7,Creta
1906,user_402,driver_185,Curitiba,SP,2024-08-21 03:59:00,2024-08-21 04:04:00,2024-08-21 04:26:00,1.16,2.23,2.0,2.23,3.54,4.24,5.16,Uber Comfort,Pix,Concluída,5,22,4.1,Argo
1907,user_502,driver_263,Brasília,PE,2024-04-13 02:42:00,2024-04-13 02:45:00,2024-04-13 03:40:00,16.63,38.17,2.0,38.17,1.25,9.05,84.14,Uber Black,Dinheiro,Cancelada,3,55,3.2,Corolla
1908,user_917,driver_244,Rio de Janeiro,PR,2024-07-19 19:04:00,2024-07-19 19:10:00,2024-07-19 19:36:00,23.27,53.1,1.0,0.0,2.95,5.04,55.19,Uber Comfort,Cartão,Concluída,6,26,4.3,Onix
1909,user_900,driver_222,São Paulo,MG,2024-03-13 16:38:00,2024-03-13 16:48:00,2024-03-13 17:22:00,25.08,58.96,2.0,58.96,1.83,5.18,121.27,Uber Comfort,Dinheiro,Concluída,10,34,4.7,Civic
1910,user_461,driver_438,Recife,MG,2024-08-13 22:28:00,2024-08-13 22:29:00,2024-08-13 22:57:00,25.98,46.52,2.0,46.52,1.93,5.5,96.61,UberX,Cartão,Em andamento,1,28,4.5,Onix
1911,user_692,driver_377,Porto Alegre,PE,2024-09-18 12:52:00,2024-09-18 13:03:00,2024-09-18 13:19:00,3.14,8.7,2.0,8.7,1.21,4.83,21.02,Uber Black,Cartão,Concluída,11,16,4.5,Corolla
1912,user_1030,driver_109,Rio de Janeiro,PE,2024-01-11 02:41:00,2024-01-11 02:56:00,2024-01-11 03:17:00,2.7,7.1,1.5,3.55,4.62,5.39,11.42,Uber Black,Pix,Concluída,15,21,3.5,Argo
1913,user_858,driver_141,Salvador,PR,2024-07-28 20:51:00,2024-07-28 21:01:00,2024-07-28 21:19:00,20.93,60.96,2.0,60.96,1.58,5.07,125.41,Uber Black,Pix,Cancelada,10,18,3.9,Compass
1914,user_1120,driver_176,Curitiba,DF,2024-03-16 20:18:00,2024-03-16 20:21:00,2024-03-16 21:06:00,16.9,39.8,1.0,0.0,0.54,5.97,45.23,Uber Black,Cartão,Concluída,3,45,5.0,Compass
1915,user_1083,driver_280,Brasília,RJ,2024-07-26 11:21:00,2024-07-26 11:36:00,2024-07-26 12:18:00,3.04,6.31,1.0,0.0,0.65,1.8,7.46,Uber Black,Dinheiro,Cancelada,15,42,3.1,Onix
1916,user_1102,driver_7,Belo Horizonte,RJ,2024-03-18 12:02:00,2024-03-18 12:15:00,2024-03-18 13:13:00,12.36,35.21,1.0,0.0,4.87,4.45,34.79,UberX,Dinheiro,Concluída,13,58,4.9,Kwid
1917,user_1170,driver_472,Salvador,RJ,2024-01-09 04:09:00,2024-01-09 04:20:00,2024-01-09 04:46:00,22.7,54.73,1.0,0.0,0.47,8.56,62.82,Uber Comfort,Pix,Concluída,11,26,3.1,Creta
1918,user_79,driver_497,São Paulo,SP,2024-10-21 08:52:00,2024-10-21 09:06:00,2024-10-21 09:28:00,26.46,50.22,1.0,0.0,4.93,3.67,48.96,Uber Comfort,Cartão,Cancelada,14,22,4.9,Corolla
1919,user_244,driver_63,Brasília,SP,2024-03-11 17:39:00,2024-03-11 17:44:00,2024-03-11 18:27:00,13.81,32.04,1.0,0.0,4.06,2.32,30.3,Uber Comfort,Dinheiro,Cancelada,5,43,4.7,HB20
1920,user_576,driver_170,Rio de Janeiro,SP,2024-04-07 22:36:00,2024-04-07 22:45:00,2024-04-07 22:59:00,18.18,50.29,1.0,0.0,3.08,9.05,56.26,Uber Comfort,Pix,Concluída,9,14,4.9,Argo
1921,user_1134,driver_534,Brasília,SP,2024-09-17 14:52:00,2024-09-17 15:07:00,2024-09-17 15:12:00,12.02,25.85,2.0,25.85,3.15,1.47,50.02,UberX,Dinheiro,Concluída,15,5,3.0,Onix
1922,user_47,driver_74,Curitiba,SP,2024-04-24 19:15:00,2024-04-24 19:22:00,2024-04-24 20:11:00,22.49,35.52,1.5,17.76,2.14,5.92,57.06,UberX,Pix,Concluída,7,49,3.6,HB20
1923,user_1015,driver_547,Salvador,BA,2024-12-27 23:17:00,2024-12-27 23:30:00,2024-12-28 00:16:00,9.79,23.14,1.0,0.0,3.37,0.57,20.34,Uber Black,Cartão,Concluída,13,46,3.4,Renegade
1924,user_598,driver_179,Rio de Janeiro,PE,2024-11-29 20:19:00,2024-11-29 20:34:00,2024-11-29 20:58:00,5.19,15.02,1.0,0.0,0.87,4.0,18.15,Uber Black,Pix,Concluída,15,24,4.4,Argo
1925,user_694,driver_292,Belo Horizonte,SP,2024-06-22 02:56:00,2024-06-22 03:02:00,2024-06-22 03:32:00,15.31,45.38,1.5,22.69,0.18,3.92,71.81,UberX,Dinheiro,Cancelada,6,30,3.6,Argo
1926,user_833,driver_287,Salvador,BA,2024-03-02 21:35:00,2024-03-02 21:45:00,2024-03-02 21:56:00,2.3,4.58,1.5,2.29,4.26,8.29,10.9,UberX,Dinheiro,Concluída,10,11,4.0,Argo
1927,user_55,driver_45,Salvador,PE,2024-03-05 09:52:00,2024-03-05 09:54:00,2024-03-05 10:08:00,16.12,42.29,2.0,42.29,3.32,2.31,83.57,UberX,Dinheiro,Cancelada,2,14,4.4,Compass
1928,user_253,driver_382,Curitiba,PR,2024-07-11 02:30:00,2024-07-11 02:44:00,2024-07-11 03:19:00,1.4,2.51,1.0,0.0,2.29,5.67,5.89,UberX,Dinheiro,Concluída,14,35,4.8,Creta
1929,user_1086,driver_374,São Paulo,SP,2024-03-05 19:09:00,2024-03-05 19:14:00,2024-03-05 19:56:00,16.6,26.47,1.0,0.0,3.92,9.3,31.85,Uber Comfort,Cartão,Concluída,5,42,5.0,Kwid
1930,user_68,driver_19,Curitiba,SP,2024-10-01 03:53:00,2024-10-01 03:58:00,2024-10-01 04:32:00,8.99,14.14,1.0,0.0,1.48,4.9,17.56,UberX,Dinheiro,Concluída,5,34,3.4,Onix
1931,user_429,driver_173,Salvador,SP,2024-08-09 08:42:00,2024-08-09 08:49:00,2024-08-09 09:36:00,15.64,33.47,2.0,33.47,3.9,5.12,68.16,Uber Black,Dinheiro,Concluída,7,47,4.2,Compass
1932,user_679,driver_545,Recife,BA,2024-06-05 03:25:00,2024-06-05 03:27:00,2024-06-05 03:55:00,26.19,52.82,1.0,0.0,3.08,4.04,53.78,Uber Comfort,Cartão,Concluída,2,28,3.2,Renegade
1933,user_712,driver_281,Brasília,BA,2024-12-29 19:38:00,2024-12-29 19:44:00,2024-12-29 20:44:00,19.7,55.92,1.0,0.0,3.97,5.65,57.6,Uber Comfort,Cartão,Concluída,6,60,3.4,Civic
1934,user_805,driver_427,Salvador,BA,2024-09-03 12:41:00,2024-09-03 12:47:00,2024-09-03 12:53:00,5.26,12.41,1.0,0.0,2.71,3.91,13.61,Uber Comfort,Dinheiro,Concluída,6,6,4.9,Argo
1935,user_188,driver_279,Brasília,SP,2024-04-09 16:42:00,2024-04-09 16:50:00,2024-04-09 17:17:00,9.0,15.1,2.0,15.1,3.11,4.64,31.73,UberX,Dinheiro,Cancelada,8,27,3.7,Creta
1936,user_158,driver_503,Recife,SP,2024-01-07 11:45:00,2024-01-07 11:46:00,2024-01-07 12:11:00,4.1,7.56,1.5,3.78,1.61,9.68,19.41,UberX,Dinheiro,Concluída,1,25,4.4,Compass
1937,user_1163,driver_270,Brasília,BA,2024-07-13 18:48:00,2024-07-13 18:56:00,2024-07-13 19:28:00,25.81,77.06,1.0,0.0,3.39,9.74,83.41,UberX,Cartão,Concluída,8,32,4.6,Argo
1938,user_38,driver_526,Brasília,DF,2024-05-19 14:05:00,2024-05-19 14:10:00,2024-05-19 14:56:00,17.11,34.17,1.0,0.0,3.12,8.82,39.87,UberX,Pix,Concluída,5,46,4.3,Kwid
1939,user_390,driver_118,Rio de Janeiro,DF,2024-04-11 03:42:00,2024-04-11 03:52:00,2024-04-11 04:13:00,19.63,48.69,2.0,48.69,2.53,7.41,102.26,Uber Black,Pix,Concluída,10,21,3.7,Renegade
1940,user_311,driver_477,Curitiba,PR,2024-04-28 09:03:00,2024-04-28 09:17:00,2024-04-28 09:24:00,15.72,43.43,1.0,0.0,3.34,9.63,49.72,Uber Comfort,Cartão,Concluída,14,7,4.7,Argo
1941,user_911,driver_458,Salvador,MG,2024-02-11 20:27:00,2024-02-11 20:38:00,2024-02-11 20:51:00,13.89,34.2,1.5,17.1,4.93,9.04,55.41,Uber Comfort,Pix,Concluída,11,13,4.8,HB20
1942,user_761,driver_577,Belo Horizonte,BA,2024-11-18 12:42:00,2024-11-18 12:43:00,2024-11-18 13:39:00,10.42,16.35,1.0,0.0,3.86,9.31,21.8,Uber Comfort,Pix,Concluída,1,56,4.0,Civic
1943,user_939,driver_117,Brasília,PR,2024-10-02 21:19:00,2024-10-02 21:34:00,2024-10-02 22:02:00,17.22,51.12,2.0,51.12,2.03,0.23,100.44,Uber Black,Pix,Concluída,15,28,4.2,Argo
1944,user_1119,driver_179,Recife,PR,2024-07-12 00:40:00,2024-07-12 00:42:00,2024-07-12 01:11:00,29.63,62.94,2.0,62.94,4.27,1.74,123.35,UberX,Pix,Concluída,2,29,4.9,Renegade
1945,user_1021,driver_43,Rio de Janeiro,SP,2024-07-01 23:14:00,2024-07-01 23:21:00,2024-07-01 23:52:00,9.89,28.33,1.0,0.0,2.09,3.16,29.4,Uber Black,Dinheiro,Concluída,7,31,3.6,Creta
1946,user_448,driver_372,Recife,RJ,2024-10-11 22:00:00,2024-10-11 22:05:00,2024-10-11 22:36:00,23.66,60.61,1.0,0.0,4.71,0.39,56.29,UberX,Cartão,Em andamento,5,31,4.4,Onix
1947,user_909,driver_156,Salvador,SP,2024-12-28 05:53:00,2024-12-28 05:54:00,2024-12-28 06:31:00,7.07,17.43,1.0,0.0,0.2,5.1,22.33,UberX,Cartão,Cancelada,1,37,4.0,Creta
1948,user_737,driver_58,Curitiba,PE,2024-06-12 00:31:00,2024-06-12 00:36:00,2024-06-12 01:04:00,1.6,2.61,2.0,2.61,1.79,2.59,6.02,UberX,Cartão,Concluída,5,28,3.7,HB20
1949,user_1078,driver_492,Porto Alegre,RJ,2024-04-18 02:16:00,2024-04-18 02:27:00,2024-04-18 03:00:00,9.94,27.85,1.0,0.0,0.33,4.33,31.85,UberX,Cartão,Concluída,11,33,3.2,HB20
1950,user_381,driver_375,Porto Alegre,PE,2024-08-07 15:44:00,2024-08-07 15:54:00,2024-08-07 16:31:00,26.09,77.39,2.0,77.39,4.71,0.4,150.47,UberX,Pix,Concluída,10,37,4.5,Civic
1951,user_604,driver_43,Rio de Janeiro,RJ,2024-11-05 14:09:00,2024-11-05 14:19:00,2024-11-05 15:06:00,9.28,14.04,1.0,0.0,2.41,0.0,11.63,Uber Black,Dinheiro,Concluída,10,47,5.0,Creta
1952,user_884,driver_324,Rio de Janeiro,SP,2024-12-18 06:28:00,2024-12-18 06:29:00,2024-12-18 07:17:00,29.76,74.56,1.0,0.0,1.99,7.47,80.04,UberX,Dinheiro,Concluída,1,48,3.8,HB20
1953,user_549,driver_547,Porto Alegre,BA,2024-06-26 05:52:00,2024-06-26 05:59:00,2024-06-26 06:06:00,5.7,14.04,1.0,0.0,1.81,8.48,20.71,Uber Black,Dinheiro,Concluída,7,7,4.9,Gol
1954,user_707,driver_389,Rio de Janeiro,RJ,2024-01-25 18:35:00,2024-01-25 18:41:00,2024-01-25 19:03:00,2.93,5.08,1.0,0.0,1.41,8.48,12.15,UberX,Cartão,Cancelada,6,22,4.9,Compass
1955,user_780,driver_593,Porto Alegre,DF,2024-04-30 22:12:00,2024-04-30 22:18:00,2024-04-30 22:36:00,29.75,74.8,1.0,0.0,0.02,3.09,77.87,Uber Black,Cartão,Cancelada,6,18,4.2,Compass
1956,user_415,driver_227,Brasília,RJ,2024-10-16 17:18:00,2024-10-16 17:31:00,2024-10-16 17:57:00,5.02,10.21,1.0,0.0,4.28,3.22,9.15,Uber Black,Dinheiro,Concluída,13,26,3.5,Compass
1957,user_645,driver_381,Recife,BA,2024-04-12 10:58:00,2024-04-12 11:13:00,2024-04-12 12:06:00,5.05,8.54,1.0,0.0,4.72,3.81,7.63,UberX,Cartão,Em andamento,15,53,4.4,Onix
1958,user_498,driver_577,São Paulo,MG,2024-01-26 22:50:00,2024-01-26 23:00:00,2024-01-26 23:36:00,16.12,33.28,1.0,0.0,2.68,8.11,38.71,Uber Black,Cartão,Concluída,10,36,3.8,Compass
1959,user_390,driver_487,São Paulo,PE,2024-10-21 03:02:00,2024-10-21 03:17:00,2024-10-21 03:58:00,20.58,39.74,1.5,19.87,0.81,5.96,64.76,UberX,Pix,Concluída,15,41,4.7,Compass
1960,user_669,driver_30,Porto Alegre,DF,2024-01-08 20:20:00,2024-01-08 20:27:00,2024-01-08 20:32:00,25.81,69.9,1.0,0.0,1.2,0.48,69.18,UberX,Cartão,Concluída,7,5,3.5,Compass
1961,user_601,driver_547,Brasília,RS,2024-01-09 18:25:00,2024-01-09 18:27:00,2024-01-09 18:57:00,6.17,13.47,1.0,0.0,0.41,3.23,16.29,Uber Black,Cartão,Cancelada,2,30,3.2,Renegade
1962,user_643,driver_549,Belo Horizonte,RJ,2024-01-02 09:01:00,2024-01-02 09:07:00,2024-01-02 09:44:00,23.25,40.57,1.5,20.29,0.89,0.44,60.41,UberX,Pix,Concluída,6,37,4.2,Kwid
1963,user_595,driver_123,Brasília,PR,2024-05-13 06:56:00,2024-05-13 07:05:00,2024-05-13 07:28:00,26.33,68.87,2.0,68.87,3.97,1.97,135.74,UberX,Pix,Concluída,9,23,5.0,Renegade
1964,user_9,driver_88,Recife,DF,2024-02-23 19:05:00,2024-02-23 19:07:00,2024-02-23 19:20:00,10.77,30.37,1.0,0.0,2.61,6.99,34.75,Uber Comfort,Cartão,Em andamento,2,13,3.6,Kwid
1965,user_488,driver_458,Porto Alegre,DF,2024-06-13 21:26:00,2024-06-13 21:33:00,2024-06-13 21:55:00,27.9,72.37,1.0,0.0,0.91,0.72,72.18,UberX,Dinheiro,Concluída,7,22,3.9,Kwid
1966,user_183,driver_238,Curitiba,RJ,2024-04-21 00:21:00,2024-04-21 00:28:00,2024-04-21 01:08:00,17.62,31.16,1.0,0.0,2.8,6.08,34.44,Uber Black,Pix,Concluída,7,40,4.0,Corolla
1967,user_269,driver_204,Rio de Janeiro,PE,2024-02-05 04:08:00,2024-02-05 04:12:00,2024-02-05 05:02:00,23.15,64.3,1.0,0.0,1.17,0.69,63.82,Uber Black,Pix,Concluída,4,50,4.0,Argo
1968,user_775,driver_430,Recife,MG,2024-05-31 14:01:00,2024-05-31 14:06:00,2024-05-31 14:31:00,5.12,10.76,2.0,10.76,2.92,4.73,23.33,UberX,Dinheiro,Concluída,5,25,4.1,Civic
1969,user_11,driver_162,Brasília,BA,2024-06-08 08:35:00,2024-06-08 08:46:00,2024-06-08 09:16:00,10.35,17.72,1.5,8.86,1.36,8.36,33.58,Uber Comfort,Cartão,Cancelada,11,30,3.1,Renegade
1970,user_1034,driver_220,Recife,PR,2024-12-25 16:13:00,2024-12-25 16:21:00,2024-12-25 17:17:00,17.56,31.63,2.0,31.63,2.13,6.64,67.77,UberX,Pix,Concluída,8,56,4.7,Renegade
1971,user_200,driver_431,São Paulo,SP,2024-02-19 01:59:00,2024-02-19 02:01:00,2024-02-19 02:13:00,13.26,28.34,1.0,0.0,2.27,6.92,32.99,UberX,Dinheiro,Cancelada,2,12,3.6,Gol
1972,user_363,driver_79,Rio de Janeiro,BA,2024-04-23 08:05:00,2024-04-23 08:15:00,2024-04-23 09:12:00,25.75,47.74,1.0,0.0,2.35,6.23,51.62,Uber Black,Pix,Concluída,10,57,4.4,Gol
1973,user_260,driver_543,Belo Horizonte,PE,2024-06-27 07:24:00,2024-06-27 07:28:00,2024-06-27 08:22:00,7.37,17.68,1.5,8.84,4.16,3.02,25.38,UberX,Cartão,Concluída,4,54,3.1,Civic
1974,user_54,driver_304,Brasília,SP,2024-06-13 06:32:00,2024-06-13 06:33:00,2024-06-13 06:44:00,17.56,34.69,1.0,0.0,2.8,4.8,36.69,Uber Comfort,Dinheiro,Concluída,1,11,3.2,Argo
1975,user_664,driver_376,Curitiba,PR,2024-05-19 11:57:00,2024-05-19 12:10:00,2024-05-19 12:21:00,28.73,73.19,1.0,0.0,3.52,5.19,74.86,Uber Black,Pix,Concluída,13,11,4.3,Argo
1976,user_665,driver_406,Curitiba,PR,2024-09-03 12:49:00,2024-09-03 13:00:00,2024-09-03 13:35:00,15.69,40.99,1.0,0.0,1.68,9.68,48.99,Uber Black,Cartão,Cancelada,11,35,4.4,Onix
1977,user_681,driver_498,Curitiba,MG,2024-01-07 10:03:00,2024-01-07 10:18:00,2024-01-07 10:47:00,6.4,15.02,1.0,0.0,0.19,0.32,15.15,UberX,Dinheiro,Concluída,15,29,3.6,Onix
1978,user_404,driver_542,Recife,BA,2024-10-08 21:42:00,2024-10-08 21:57:00,2024-10-08 22:35:00,28.35,75.72,1.0,0.0,2.05,5.41,79.08,Uber Comfort,Pix,Concluída,15,38,4.1,Corolla
1979,user_407,driver_387,Belo Horizonte,DF,2024-07-30 05:15:00,2024-07-30 05:20:00,2024-07-30 05:29:00,21.1,58.63,1.0,0.0,3.64,7.18,62.17,Uber Black,Cartão,Concluída,5,9,4.0,Gol
1980,user_635,driver_545,São Paulo,MG,2024-06-08 21:25:00,2024-06-08 21:31:00,2024-06-08 22:31:00,22.33,52.94,2.0,52.94,3.47,1.36,103.77,Uber Comfort,Pix,Concluída,6,60,4.8,Onix
1981,user_39,driver_377,Brasília,PE,2024-05-12 09:20:00,2024-05-12 09:28:00,2024-05-12 09:35:00,21.09,37.94,1.5,18.97,4.02,0.57,53.46,Uber Black,Pix,Concluída,8,7,4.5,Gol
1982,user_579,driver_357,Curitiba,RJ,2024-05-01 13:23:00,2024-05-01 13:38:00,2024-05-01 13:55:00,9.82,28.71,1.5,14.36,3.66,4.5,43.91,Uber Black,Pix,Cancelada,15,17,5.0,Renegade
1983,user_400,driver_523,Belo Horizonte,SP,2024-03-23 11:41:00,2024-03-23 11:56:00,2024-03-23 12:24:00,7.79,12.5,1.5,6.25,0.97,7.14,24.92,Uber Comfort,Cartão,Cancelada,15,28,3.9,Argo
1984,user_1116,driver_261,Curitiba,RS,2024-07-08 22:42:00,2024-07-08 22:46:00,2024-07-08 23:33:00,20.24,36.59,2.0,36.59,2.16,7.26,78.28,Uber Black,Pix,Concluída,4,47,3.9,Corolla
1985,user_685,driver_548,Recife,RJ,2024-12-08 01:07:00,2024-12-08 01:10:00,2024-12-08 01:32:00,20.85,44.3,1.0,0.0,4.11,5.14,45.33,Uber Comfort,Pix,Concluída,3,22,3.5,Creta
1986,user_962,driver_299,Belo Horizonte,BA,2024-08-15 00:05:00,2024-08-15 00:06:00,2024-08-15 00:48:00,11.86,34.77,1.0,0.0,4.84,7.36,37.29,Uber Comfort,Cartão,Concluída,1,42,4.0,Corolla
1987,user_1016,driver_513,Belo Horizonte,BA,2024-03-06 00:35:00,2024-03-06 00:46:00,2024-03-06 01:39:00,28.7,84.85,1.0,0.0,2.52,2.42,84.75,Uber Black,Cartão,Concluída,11,53,3.4,Kwid
1988,user_411,driver_98,Curitiba,BA,2024-06-28 17:00:00,2024-06-28 17:07:00,2024-06-28 17:46:00,7.9,18.64,1.5,9.32,0.73,2.64,29.87,UberX,Pix,Concluída,7,39,3.8,Renegade
1989,user_777,driver_337,Belo Horizonte,PE,2024-06-22 06:43:00,2024-06-22 06:49:00,2024-06-22 07:48:00,18.61,37.77,2.0,37.77,1.28,6.8,81.06,UberX,Dinheiro,Em andamento,6,59,3.7,Kwid
1990,user_959,driver_316,Recife,DF,2024-11-30 08:40:00,2024-11-30 08:54:00,2024-11-30 09:02:00,15.38,31.78,1.0,0.0,1.27,2.57,33.08,UberX,Pix,Concluída,14,8,3.4,Civic
1991,user_631,driver_54,São Paulo,DF,2024-02-02 01:59:00,2024-02-02 02:05:00,2024-02-02 02:17:00,24.16,39.52,1.0,0.0,1.99,3.34,40.87,Uber Comfort,Pix,Concluída,6,12,3.0,Gol
1992,user_1012,driver_376,Porto Alegre,BA,2024-03-15 08:35:00,2024-03-15 08:39:00,2024-03-15 09:29:00,16.02,28.87,1.0,0.0,4.77,3.38,27.48,Uber Comfort,Cartão,Concluída,4,50,3.7,Gol
1993,user_819,driver_23,Belo Horizonte,DF,2024-01-10 04:22:00,2024-01-10 04:29:00,2024-01-10 04:51:00,23.47,48.37,1.0,0.0,3.37,4.66,49.66,Uber Black,Cartão,Concluída,7,22,3.5,Compass
1994,user_350,driver_440,Curitiba,RS,2024-06-15 00:06:00,2024-06-15 00:09:00,2024-06-15 00:22:00,25.72,73.06,1.0,0.0,0.97,3.84,75.93,UberX,Cartão,Concluída,3,13,4.3,HB20
1995,user_307,driver_5,Recife,SP,2024-06-17 03:51:00,2024-06-17 04:00:00,2024-06-17 04:41:00,1.05,1.83,1.0,0.0,3.77,9.16,7.22,Uber Comfort,Dinheiro,Concluída,9,41,3.2,Renegade
1996,user_597,driver_162,Recife,RS,2024-11-29 03:30:00,2024-11-29 03:39:00,2024-11-29 03:54:00,7.04,20.29,2.0,20.29,2.29,3.28,41.57,Uber Comfort,Cartão,Concluída,9,15,5.0,Kwid
1997,user_532,driver_305,São Paulo,MG,2024-01-14 04:41:00,2024-01-14 04:48:00,2024-01-14 05:22:00,27.67,77.14,1.5,38.57,4.59,5.27,116.39,UberX,Cartão,Concluída,7,34,4.2,Onix
1998,user_49,driver_19,Salvador,BA,2024-05-26 02:14:00,2024-05-26 02:25:00,2024-05-26 03:14:00,14.51,28.19,1.5,14.1,4.41,4.43,42.31,Uber Comfort,Cartão,Concluída,11,49,3.7,Renegade
1999,user_875,driver_323,Salvador,PE,2024-06-19 18:50:00,2024-06-19 19:02:00,2024-06-19 19:40:00,12.24,28.92,1.5,14.46,1.15,0.24,42.47,Uber Comfort,Dinheiro,Cancelada,12,38,4.1,Onix
2000,user_90,driver_42,Recife,SP,2024-04-24 12:44:00,2024-04-24 12:46:00,2024-04-24 13:26:00,19.68,49.37,2.0,49.37,4.83,4.42,98.33,UberX,Dinheiro,Concluída,2,40,4.6,Compass
2001,user_748,driver_342,Rio de Janeiro,PE,2024-01-08 01:09:00,2024-01-08 01:23:00,2024-01-08 02:02:00,1.02,2.23,1.5,1.11,0.48,9.56,12.42,UberX,Pix,Concluída,14,39,3.2,Corolla
2002,user_101,driver_81,Porto Alegre,MG,2024-09-27 20:03:00,2024-09-27 20:13:00,2024-09-27 20:21:00,22.55,62.96,1.0,0.0,3.09,6.53,66.4,UberX,Pix,Cancelada,10,8,4.5,HB20
2003,user_1153,driver_597,Brasília,DF,2024-12-10 14:45:00,2024-12-10 14:56:00,2024-12-10 15:18:00,7.08,11.75,2.0,11.75,3.84,9.91,29.57,Uber Black,Dinheiro,Concluída,11,22,4.4,Onix
2004,user_754,driver_379,São Paulo,PE,2024-06-10 15:44:00,2024-06-10 15:45:00,2024-06-10 16:40:00,18.6,36.39,1.0,0.0,4.73,0.06,31.72,UberX,Cartão,Concluída,1,55,3.2,Kwid
2005,user_107,driver_473,Brasília,SP,2024-04-02 00:08:00,2024-04-02 00:20:00,2024-04-02 00:52:00,3.4,10.05,1.0,0.0,2.46,1.21,8.8,UberX,Pix,Concluída,12,32,3.1,HB20
2006,user_861,driver_46,Recife,SP,2024-10-21 10:49:00,2024-10-21 10:50:00,2024-10-21 11:39:00,19.33,29.64,1.0,0.0,0.46,6.51,35.69,Uber Comfort,Dinheiro,Em andamento,1,49,3.5,HB20
2007,user_225,driver_250,Porto Alegre,PE,2024-01-18 08:27:00,2024-01-18 08:30:00,2024-01-18 08:59:00,14.65,29.83,1.0,0.0,0.52,8.24,37.55,UberX,Cartão,Concluída,3,29,4.3,Onix
2008,user_210,driver_230,São Paulo,RJ,2024-01-10 18:24:00,2024-01-10 18:33:00,2024-01-10 18:58:00,19.1,33.62,1.0,0.0,3.9,8.69,38.41,UberX,Cartão,Em andamento,9,25,3.8,Civic
2009,user_34,driver_208,Rio de Janeiro,PR,2024-02-01 05:41:00,2024-02-01 05:48:00,2024-02-01 06:36:00,4.56,12.64,1.0,0.0,1.77,3.38,14.25,Uber Comfort,Dinheiro,Concluída,7,48,3.2,Creta
2010,user_621,driver_277,Porto Alegre,PE,2024-10-27 22:33:00,2024-10-27 22:37:00,2024-10-27 22:58:00,1.15,2.54,1.0,0.0,1.53,4.57,5.58,Uber Comfort,Pix,Concluída,4,21,3.7,Onix
2011,user_717,driver_157,Recife,PR,2024-05-02 13:00:00,2024-05-02 13:13:00,2024-05-02 13:57:00,2.4,5.27,2.0,5.27,2.25,5.0,13.29,Uber Black,Pix,Concluída,13,44,4.9,Onix
2012,user_689,driver_544,Salvador,MG,2024-10-28 22:00:00,2024-10-28 22:02:00,2024-10-28 22:34:00,16.87,49.57,2.0,49.57,3.01,5.01,101.14,UberX,Pix,Concluída,2,32,4.0,Compass
2013,user_233,driver_441,Salvador,RS,2024-03-21 17:09:00,2024-03-21 17:13:00,2024-03-21 18:06:00,2.55,7.28,1.0,0.0,3.93,9.05,12.4,Uber Black,Pix,Concluída,4,53,3.4,Creta
2014,user_790,driver_459,São Paulo,PR,2024-11-23 17:54:00,2024-11-23 18:03:00,2024-11-23 19:01:00,13.77,21.38,1.0,0.0,1.52,2.09,21.95,UberX,Pix,Concluída,9,58,3.5,Creta
2015,user_144,driver_102,São Paulo,BA,2024-01-08 13:42:00,2024-01-08 13:54:00,2024-01-08 14:21:00,17.16,32.79,1.5,16.39,2.53,3.84,50.49,Uber Black,Cartão,Concluída,12,27,3.7,Creta
2016,user_638,driver_560,Belo Horizonte,PR,2024-11-22 02:48:00,2024-11-22 02:49:00,2024-11-22 03:08:00,24.39,43.08,2.0,43.08,0.28,3.68,89.56,Uber Black,Dinheiro,Concluída,1,19,4.8,Kwid
